Business_Week,Gold_Change,Gold_Settle,Gold_Volume,Gold_Prev. Day Open Interest,Date,Open Interest,Ten_Yr_Futures_Change,Ten_Yr_Futures_Settle,Ten_Yr_Futures_Volume,Ten_Yr_Futures_Prev. Day Open Interest,USD_Change,USD_Settle,USD_Volume,USD_Wave,USD_Prev. Day Open Interest,ZAR_Change,ZAR_Settle,ZAR_Volume,ZAR_Wave,ZAR_Prev. Day Open Interest
"[2006-06-07, 2006-06-11]",,614.9000000000001,466.0,533.0,2006-06-13,382474.0,,105.80729166666667,45881.666666666664,76627.66666666667,0.3433333333333333,85.51666666666667,6773.333333333333,,32902.333333333336,-0.015500000000000002,6.747,42.0,,2322.0
"[2006-06-14, 2006-06-18]",,568.9333333333333,127.33333333333333,209.66666666666666,2006-06-20,390281.0,,105.16666666666667,11343.0,22336.666666666668,-0.16666666666666666,86.05,1183.3333333333333,,16401.666666666668,0.0023333333333333344,6.887166666666666,67.66666666666667,,2295.3333333333335
"[2006-06-21, 2006-06-25]",,584.8333333333334,31.0,111.0,2006-06-27,384321.0,,104.41666666666667,484509.6666666667,1412628.3333333333,0.23000000000000007,85.93333333333334,6513.0,,22332.0,0.14725,7.43,618.0,,2672.0
"[2006-06-28, 2006-07-02]",,594.4,31923.666666666668,114519.0,2006-07-03,392868.0,,104.44791666666667,787568.3333333334,2145963.6666666665,-0.4000000000000001,85.55666666666667,4592.0,,18126.0,-0.056333333333333326,7.2245,38.0,,2013.0
"[2006-07-05, 2006-07-09]",,633.6,42120.333333333336,174046.66666666666,2006-07-11,427008.0,,104.53645833333333,913654.6666666666,2131070.0,-0.05333333333333332,84.97333333333334,3274.6666666666665,,16581.333333333332,0.030833333333333334,7.198666666666667,253.0,,2043.3333333333333
"[2006-07-12, 2006-07-16]",,657.8666666666667,63731.0,165375.33333333334,2006-07-18,443519.0,,105.24479166666667,842755.0,2044779.0,0.25,85.63,4649.333333333333,,16948.333333333332,0.02766666666666667,7.237333333333333,23.333333333333332,,2587.3333333333335
"[2006-07-19, 2006-07-23]",,631.8333333333334,57027.333333333336,137474.33333333334,2006-07-25,432413.0,,105.53125,1071201.6666666667,2016793.6666666667,-0.35333333333333333,85.93,4911.0,,14744.0,-0.056999999999999995,7.042000000000001,100.33333333333333,,2652.3333333333335
"[2006-07-26, 2006-07-30]",,629.7333333333332,57752.666666666664,33852.333333333336,2006-08-01,394609.0,,105.76041666666667,848549.3333333334,1991288.6666666667,-0.4066666666666667,85.49333333333334,2761.3333333333335,,14016.333333333334,-0.042,6.933833333333333,94.33333333333333,,2523.0
"[2006-08-02, 2006-08-06]",,646.8333333333334,313.3333333333333,2079.6666666666665,2006-08-08,402899.0,,106.29166666666667,984065.0,2099285.0,-0.14666666666666664,84.67,3243.3333333333335,,13926.333333333334,-0.041833333333333333,6.894166666666666,7.666666666666667,,2099.6666666666665
"[2006-08-09, 2006-08-13]",,639.6333333333333,262.6666666666667,1469.3333333333333,2006-08-15,402702.0,,106.265625,714818.6666666666,2129380.0,0.30333333333333334,84.94666666666667,2676.0,,16057.666666666666,-0.007999999999999998,6.7955,57.666666666666664,,1958.3333333333333
"[2006-08-16, 2006-08-20]",,618.7333333333333,201.0,944.6666666666666,2006-08-22,393425.0,,106.73958333333333,826100.0,2122772.3333333335,-0.023333333333333334,84.89333333333333,2663.6666666666665,,16274.666666666666,0.05766666666666667,6.889333333333333,41.333333333333336,,2137.6666666666665
"[2006-08-23, 2006-08-27]",,621.7333333333333,76.0,517.0,2006-08-29,390836.0,,106.95833333333333,849051.6666666666,1893096.6666666667,0.07333333333333335,85.14666666666666,1343.6666666666667,,16716.0,0.012000000000000002,7.177499999999999,191.66666666666666,,2146.0
"[2006-08-30, 2006-09-03]",,625.0000000000001,1964.3333333333333,22472.666666666668,2006-09-05,420442.0,,107.34375,736705.0,471087.3333333333,0.02666666666666666,84.93666666666667,1745.0,,17258.0,0.036833333333333336,7.190833333333334,14.0,,2237.3333333333335
"[2006-09-06, 2006-09-10]",,621.9666666666667,1476.0,21187.0,2006-09-12,403755.0,,107.140625,99117.0,137948.66666666666,0.33,85.49333333333334,6288.666666666667,,16416.333333333332,0.06749999999999999,7.353000000000001,60.0,,2227.0
"[2006-09-13, 2006-09-17]",,582.8000000000001,2218.6666666666665,14428.666666666666,2006-09-19,430959.0,,107.171875,20494.333333333332,45463.666666666664,0.03333333333333332,85.83333333333333,1612.0,,4679.666666666667,0.010833333333333332,7.377166666666667,83.33333333333333,,2183.6666666666665
"[2006-09-20, 2006-09-24]",,584.5666666666667,868.3333333333334,14207.333333333334,2006-09-26,406994.0,,107.96875,805047.0,1506912.3333333333,-0.24666666666666667,85.04666666666667,3277.6666666666665,,15873.666666666666,0.11449999999999999,7.66925,508.0,,2829.0
"[2006-09-27, 2006-10-01]",,600.4,5729.666666666667,6589.0,2006-10-03,413818.0,,108.1875,1036268.6666666666,2166408.3333333335,0.12,85.47333333333334,5241.666666666667,,17624.0,0.042666666666666665,7.755,30.666666666666668,,3061.0
"[2006-10-04, 2006-10-08]",,568.4666666666667,1543.3333333333333,1944.6666666666667,2006-10-10,430807.0,,108.14583333333333,1182570.3333333333,2197645.6666666665,0.25666666666666665,85.80666666666667,3368.6666666666665,,22582.333333333332,-0.021166666666666667,7.886500000000001,354.0,,2458.6666666666665
"[2006-10-11, 2006-10-15]",,579.1333333333333,4.666666666666667,393.6666666666667,2006-10-17,426984.0,,106.96875,1051999.6666666667,2342605.0,0.03333333333333333,86.82333333333332,3564.3333333333335,,30154.666666666668,-0.08633333333333333,7.6315,295.6666666666667,,2198.6666666666665
"[2006-10-18, 2006-10-22]",,593.6333333333333,41.666666666666664,59.333333333333336,2006-10-24,430766.0,,107.06770833333333,784907.3333333334,2405860.6666666665,-0.19333333333333333,86.25,3465.6666666666665,,33971.333333333336,-0.029333333333333333,7.577333333333333,25.0,,2083.0
"[2006-10-25, 2006-10-29]",,594.1999999999999,175.66666666666666,180.33333333333334,2006-10-31,427979.0,,107.43229166666667,1068866.6666666667,2406713.0,-0.36000000000000004,85.74333333333334,6168.666666666667,,30727.666666666668,-0.10266666666666668,7.527333333333334,109.33333333333333,,2201.6666666666665
"[2006-11-01, 2006-11-05]",,625.4333333333333,49973.0,178503.33333333334,2006-11-07,455640.0,,108.10416666666667,1217421.3333333333,2331221.0,0.14333333333333334,85.27333333333334,2573.3333333333335,,31635.666666666668,-0.0004999999999999993,7.423333333333333,121.33333333333333,,2054.6666666666665
"[2006-11-08, 2006-11-12]",,628.4,47948.0,171327.0,2006-11-14,476072.0,,108.13020833333333,832655.3333333334,2263907.6666666665,-0.12,85.05,3160.3333333333335,,32202.666666666668,-0.024499999999999997,7.2923333333333344,121.66666666666667,,2011.6666666666667
"[2006-11-15, 2006-11-19]",,622.6666666666666,32120.666666666668,146948.33333333334,2006-11-21,474432.0,,107.984375,1448399.6666666667,2157340.6666666665,0.07,85.29333333333334,1826.3333333333333,,31534.333333333332,0.008333333333333333,7.276,47.333333333333336,,2059.3333333333335
"[2006-11-22, 2006-11-26]",,672.75,24033.0,53470.0,2006-11-28,423676.0,,108.4609375,515831.0,1893146.0,-0.5066666666666667,84.14999999999999,3821.6666666666665,,33158.333333333336,-0.020333333333333335,7.1785,19.0,,2080.3333333333335
"[2006-11-29, 2006-12-03]",,642.3666666666667,10722.0,7684.666666666667,2006-12-05,415169.0,,109.078125,779358.6666666666,394047.3333333333,-0.22999999999999998,82.87333333333332,4413.666666666667,,36612.666666666664,0.03233333333333333,7.191833333333332,439.3333333333333,,1776.6666666666667
"[2006-12-06, 2006-12-10]",,629.5,222.33333333333334,924.6666666666666,2006-12-12,411990.0,,108.89583333333333,55693.666666666664,105480.33333333333,0.30000000000000004,82.93333333333334,5375.333333333333,,32824.333333333336,-0.000833333333333334,7.083500000000001,39.666666666666664,,1555.6666666666667
