Date,Settle,Relative Value
2019-07-31,16.405,16.347499133333343
2019-07-30,16.558,16.347499133333343
2019-07-29,16.368,16.347499133333343
2019-07-26,16.325,16.347499133333343
2019-07-25,16.339000000000002,15.485904059523797
2019-07-24,16.554000000000002,15.485904059523797
2019-07-23,16.405,15.485904059523797
2019-07-22,16.34,15.485904059523797
2019-07-19,16.117,15.485904059523797
2019-07-18,16.12,15.19309213666667
2019-07-17,15.893,15.19309213666667
2019-07-16,15.6,15.19309213666667
2019-07-15,15.29,15.19309213666667
2019-07-12,15.161,15.19309213666667
2019-07-11,15.067,15.249737330000002
2019-07-10,15.147,15.249737330000002
2019-07-09,15.068,15.249737330000002
2019-07-08,14.972,15.249737330000002
2019-07-05,14.918,15.249737330000002
2019-07-03,15.252,15.518312136666676
2019-07-02,15.154000000000002,15.518312136666676
2019-07-01,15.106,15.518312136666676
2019-06-28,15.253,15.518312136666676
2019-06-27,15.205,15.167102580000009
2019-06-26,15.294,15.167102580000009
2019-06-25,15.3,15.167102580000009
2019-06-24,15.377,15.167102580000009
2019-06-21,15.29,15.167102580000009
2019-06-20,15.492,15.016127073333353
2019-06-19,14.958,15.016127073333353
2019-06-18,14.993,15.016127073333353
2019-06-17,14.829,15.016127073333353
2019-06-14,14.803,15.016127073333353
2019-06-13,14.892,14.825967530476197
2019-06-12,14.753,14.825967530476197
2019-06-11,14.74,14.825967530476197
2019-06-10,14.639,14.825967530476197
2019-06-07,15.031,14.825967530476197
2019-06-06,14.905,14.59627087809524
2019-06-05,14.791,14.59627087809524
2019-06-04,14.769,14.59627087809524
2019-06-03,14.74,14.59627087809524
2019-05-31,14.567,14.59627087809524
2019-05-30,14.491,14.55077550031746
2019-05-29,14.372,14.55077550031746
2019-05-28,14.281,14.55077550031746
2019-05-24,14.52,14.55077550031746
2019-05-23,14.577,14.733794831746033
2019-05-22,14.414,14.733794831746033
2019-05-21,14.373,14.733794831746033
2019-05-20,14.409,14.733794831746033
2019-05-17,14.348,14.733794831746033
2019-05-16,14.479,14.678206738412689
2019-05-15,14.752,14.678206738412689
2019-05-14,14.752,14.678206738412689
2019-05-13,14.713,14.678206738412689
2019-05-10,14.726,14.678206738412689
2019-05-09,14.707,14.58785555428571
2019-05-08,14.792,14.58785555428571
2019-05-07,14.86,14.58785555428571
2019-05-06,14.857,14.58785555428571
2019-05-03,14.907,14.58785555428571
2019-05-02,14.54,15.070833366666667
2019-05-01,14.645,15.070833366666667
2019-04-30,14.9,15.070833366666667
2019-04-29,14.844,15.070833366666667
2019-04-26,15.002,15.070833366666667
2019-04-25,14.861,15.127120253333333
2019-04-24,14.898,15.127120253333333
2019-04-23,14.773,15.127120253333333
2019-04-22,14.957,15.127120253333333
2019-04-18,14.937,15.127120253333333
2019-04-17,14.921,15.127120253333333
2019-04-16,14.890999999999998,15.127120253333333
2019-04-15,14.948,15.127120253333333
2019-04-12,14.92,15.127120253333333
2019-04-11,14.824000000000002,14.884090820606064
2019-04-10,15.201,14.884090820606064
2019-04-09,15.168,14.884090820606064
2019-04-08,15.173,14.884090820606064
2019-04-05,15.043,14.884090820606064
2019-04-04,15.041,15.307821260952402
2019-04-03,15.059,15.307821260952402
2019-04-02,15.018,15.307821260952402
2019-04-01,15.050999999999998,15.307821260952402
2019-03-29,15.06,15.307821260952402
2019-03-28,14.921,14.941887356666674
2019-03-27,15.239,14.941887356666674
2019-03-26,15.371,14.941887356666674
2019-03-25,15.507,14.941887356666674
2019-03-22,15.345,14.941887356666674
2019-03-21,15.372,15.113833892380967
2019-03-20,15.245,15.113833892380967
2019-03-19,15.300999999999998,15.113833892380967
2019-03-18,15.251,15.113833892380967
2019-03-15,15.253,15.113833892380967
2019-03-14,15.101,15.313994420000016
2019-03-13,15.380999999999998,15.313994420000016
2019-03-12,15.338,15.313994420000016
2019-03-11,15.197,15.313994420000016
2019-03-08,15.272,15.313994420000016
2019-03-07,14.96,15.895758039999993
2019-03-06,15.003,15.895758039999993
2019-03-05,15.02,15.895758039999993
2019-03-04,15.017,15.895758039999993
2019-03-01,15.169,15.895758039999993
2019-02-28,15.538,15.77581133809523
2019-02-27,15.672,15.77581133809523
2019-02-26,15.832,15.77581133809523
2019-02-25,15.83,15.77581133809523
2019-02-22,15.914,15.77581133809523
2019-02-21,15.800999999999998,15.862618420952378
2019-02-20,16.177,15.862618420952378
2019-02-19,15.967,15.862618420952378
2019-02-15,15.743,15.862618420952378
2019-02-14,15.528,16.022618699999985
2019-02-13,15.652,16.022618699999985
2019-02-12,15.69,16.022618699999985
2019-02-11,15.69,16.022618699999985
2019-02-08,15.809,16.022618699999985
2019-02-07,15.713,15.7463397552381
2019-02-06,15.701,15.7463397552381
2019-02-05,15.836,15.7463397552381
2019-02-04,15.886,15.7463397552381
2019-02-01,15.931,15.7463397552381
2019-01-31,16.072,15.429085175714295
2019-01-30,15.927,15.429085175714295
2019-01-29,15.786,15.429085175714295
2019-01-28,15.709,15.429085175714295
2019-01-25,15.639,15.429085175714295
2019-01-24,15.238,15.6456474
2019-01-23,15.317,15.6456474
2019-01-22,15.259,15.6456474
2019-01-18,15.33,15.6456474
2019-01-17,15.467,15.583314207272728
2019-01-16,15.564,15.583314207272728
2019-01-15,15.546,15.583314207272728
2019-01-14,15.609000000000002,15.583314207272728
2019-01-11,15.577,15.583314207272728
2019-01-10,15.561,15.285669618571422
2019-01-09,15.653,15.285669618571422
2019-01-08,15.626,15.285669618571422
2019-01-07,15.669,15.285669618571422
2019-01-04,15.695,15.285669618571422
2019-01-03,15.706,14.698785187619048
